icpsr,first,last,fullname,state,chamber,district,party,start,end,twitter,fold,num.tweets,done.handle.no.file,missing,tweets.svd,prop.tweets,has.alt
40301,mark,pryor,markpryor,AR,Senate,NA,D,01/07/2003,01/03/2015,pryorforsenate,5,1002,0,0,783,0.781,0
21104,ben,quayle,benquayle,AZ,House,NA,R,01/05/2011,01/03/2013,benquayle,0,862,0,1,NA,NA,1
21104,ben,quayle,benquayle,AZ,House,NA,R,01/05/2011,01/03/2013,bquayle,4,566,0,1,NA,NA,1
20954,mike,quigley,mikequigley,IL,House,5,D,04/07/2009,01/03/2019,repmikequigley,6,8140,0,1,NA,NA,0
21320,trey,radel,treyradel,FL,House,NA,R,01/03/2013,1/27/2014,treyradel,0,6874,0,1,NA,NA,0
14448,nick,rahall,nickrahall,WV,House,NA,D,01/04/1977,01/03/2015,repnickrahall,7,294,0,0,256,0.871,0
13035,charles,rangel,charlesrangel,NY,House,NA,D,1/21/1971,01/03/2017,cbrangel,6,7147,0,1,NA,NA,1
13035,charles,rangel,charlesrangel,NY,House,NA,D,1/21/1971,01/03/2017,charlesbrangel,,,,,,,1
NA,jamie,raskin,jamieraskin,MD,House,8,D,01/03/2017,01/03/2019,repraskin,0,1268,0,0,711,0.561,1
NA,jamie,raskin,jamieraskin,MD,House,8,D,01/03/2017,01/03/2019,jamie_raskin,,,,,,,1
NA,john,ratcliffe,johnratcliffe,TX,House,4,R,01/06/2015,01/03/2019,repratcliffe,0,1530,0,1,NA,NA,1
NA,john,ratcliffe,johnratcliffe,TX,House,4,R,01/06/2015,01/03/2019,RatcliffeTX4,,,,,,,1
21101,tom,reed,tomreed,NY,House,23,R,11/18/2010,01/03/2019,reptomreed,5,1481,0,0,1104,0.745,1
21101,tom,reed,tomreed,NY,House,23,R,11/18/2010,01/03/2019,TomReedCongress,,,,,,,1
29142,john,reed,johnreed,RI,Senate,NA,D,01/03/1991,01/03/2021,senjackreed,3,4146,1,0,3631,0.876,0
20125,dennis,rehberg,dennisrehberg,MT,House,NA,R,01/03/2001,01/03/2013,dennyrehberg,1,0,1,0,NA,NA,1
20125,dennis,rehberg,dennisrehberg,MT,House,NA,R,01/03/2001,01/03/2013,rehbergcampaign,,,,,,,1
20536,david,reichert,davidreichert,WA,House,8,R,01/04/2005,01/03/2019,davereichert,7,2788,0,1,NA,NA,0
15054,harry,reid,harryreid,NV,Senate,NA,D,01/03/1983,01/03/2017,senatorreid,7,4033,0,0,3261,0.809,0
21164,james,renacci,jamesrenacci,OH,House,16,R,01/05/2011,01/03/2019,repjimrenacci,1,3096,0,1,NA,NA,1
21164,james,renacci,jamesrenacci,OH,House,16,R,01/05/2011,01/03/2019,JimRenacci,,,,,,,1
29764,silvestre,reyes,silvestrereyes,TX,House,NA,D,01/07/1997,01/03/2013,silvestrereyes,4,1527,0,0,940,0.616,0
21190,reid,ribble,reidribble,WI,House,NA,R,01/05/2011,01/03/2017,repribble,5,2691,0,0,1671,0.621,0
NA,kathleen,rice,kathleenrice,NY,House,4,D,01/06/2015,01/03/2019,repkathleenrice,0,1677,0,1,NA,NA,1
NA,kathleen,rice,kathleenrice,NY,House,4,D,01/06/2015,01/03/2019,KathleenRice,,,,,,,1
21359,tom,rice,tomrice,SC,House,7,R,01/03/2013,01/03/2019,reptomrice,6,898,0,1,NA,NA,0
21137,cedric,richmond,cedricrichmond,LA,House,2,D,01/05/2011,01/03/2019,reprichmond,1,1997,0,1,NA,NA,1
21137,cedric,richmond,cedricrichmond,LA,House,2,D,01/05/2011,01/03/2019,CedricRichmond,,,,,,,1
21185,edward,rigell,edwardrigell,VA,House,NA,R,01/05/2011,01/03/2017,repscottrigell,1,4653,0,0,3926,0.844,0
40902,james,risch,jamesrisch,ID,Senate,NA,R,01/06/2009,01/03/2021,senatorrisch,5,652,0,1,NA,NA,1
40902,james,risch,jamesrisch,ID,Senate,NA,R,01/06/2009,01/03/2021,JimRisch,,,,,,,1
21121,david,rivera,davidrivera,FL,House,NA,R,01/05/2011,01/03/2013,reprivera,5,669,0,0,489,0.731,0
14852,pat,roberts,patroberts,KS,Senate,NA,R,01/05/1981,01/03/2021,senpatroberts,2,4345,0,1,NA,NA,1
14852,pat,roberts,patroberts,KS,Senate,NA,R,01/05/1981,01/03/2021,PatRoberts,,,,,,,1
21192,martha,roby,martharoby,AL,House,2,R,01/05/2011,01/03/2019,repmartharoby,6,6837,1,1,NA,NA,1
21192,martha,roby,martharoby,AL,House,2,R,01/05/2011,01/03/2019,TeamRoby,,,,,,,1
14922,john,rockefeller,johnrockefeller,WV,Senate,NA,D,01/03/1985,01/03/2015,senrockefeller,5,0,1,0,NA,NA,0
20947,david,roe,davidroe,TN,House,1,R,01/06/2009,01/03/2019,drphilroe,6,2470,0,1,NA,NA,0
14854,harold,rogers,haroldrogers,KY,House,5,R,01/05/1981,01/03/2019,rephalrogers,6,3095,0,1,NA,NA,0
20120,mike,rogers,mikerogers,MI,House,NA,R,01/03/2001,01/03/2015,repmikerogers,5,3154,0,0,898,0.285,0
20301,mike,rogers,mikerogers,AL,House,3,R,01/07/2003,01/03/2019,repmikerogersal,5,3096,0,1,NA,NA,1
20301,mike,rogers,mikerogers,AL,House,3,R,01/07/2003,01/03/2019,MikeRogersCamp,,,,,,,1
15621,dana,rohrabacher,danarohrabacher,CA,House,48,R,01/03/1989,01/03/2019,danarohrabacher,5,12980,0,1,NA,NA,1
15621,dana,rohrabacher,danarohrabacher,CA,House,48,R,01/03/1989,01/03/2019,reprohrabacher,4,115,0,1,NA,NA,1
21131,todd,rokita,toddrokita,IN,House,4,R,01/05/2011,01/03/2019,toddrokita,4,5379,1,0,4748,0.883,0
NA,francis,rooney,francisrooney,FL,House,19,R,01/03/2017,01/03/2019,reprooney,6,185,0,0,113,0.611,1
,francis,rooney,francisrooney,FL,House,19,R,01/03/2017,01/03/2019,FrancisRooney,,,,,,,1
20910,thomas,rooney,thomasrooney,FL,House,17,R,01/06/2009,01/03/2019,tomrooney,4,2728,0,1,NA,NA,1
20910,thomas,rooney,thomasrooney,FL,House,17,R,01/06/2009,01/03/2019,Rooney4Congress,,,,,,,1
NA,jacky,rosen,jackyrosen,NV,House,3,D,01/03/2017,01/03/2019,repjackyrosen,7,227,0,0,118,0.52,1
,jacky,rosen,jackyrosen,NV,House,3,D,01/03/2017,01/03/2019,RosenforNevada,,,,,,,1
20715,peter,roskam,peterroskam,IL,House,6,R,01/04/2007,01/03/2019,peterroskam,4,6763,0,1,NA,NA,0
15634,ileana,roslehtinen,ileanaroslehtinen,FL,House,27,R,01/03/1989,01/03/2019,roslehtinen,3,23824,0,1,NA,NA,0
20102,mike,ross,mikeross,AR,House,NA,D,01/03/2001,01/03/2013,mikerossupdates,3,70,0,0,1,0.014,0
21117,dennis,ross,dennisross,FL,House,15,R,01/05/2011,01/03/2019,repdennisross,7,12524,0,1,NA,NA,0
21357,keith,rothfus,keithrothfus,PA,House,12,R,01/03/2013,01/03/2019,keithrothfus,2,3782,0,1,NA,NA,0
NA,mike,rounds,mikerounds,SD,Senate,NA,R,01/06/2015,01/03/2021,senatorrounds,7,1676,1,1,NA,NA,0
NA,david,rouzer,davidrouzer,NC,House,7,R,01/06/2015,01/03/2019,repdavidrouzer,7,501,1,1,NA,NA,1
NA,david,rouzer,davidrouzer,NC,House,7,R,01/06/2015,01/03/2019,DavidRouzer,,,,,,,1
29317,lucille,roybalallard,lucilleroybalallard,CA,House,40,D,01/05/1993,01/03/2019,reproybalallard,7,2987,0,1,NA,NA,0
29321,edward,royce,edwardroyce,CA,House,39,R,01/05/1993,01/03/2019,repedroyce,2,3730,0,1,NA,NA,1
29321,edward,royce,edwardroyce,CA,House,39,R,01/05/1993,01/03/2019,EdRRoyce,,,,,,,1
41102,marco,rubio,marcorubio,FL,Senate,NA,R,01/05/2011,01/03/2023,marcorubio,4,6259,1,1,NA,NA,0
21311,raul,ruiz,raulruiz,CA,House,36,D,01/03/2013,01/03/2019,congressmanruiz,4,612,0,1,NA,NA,1
21311,raul,ruiz,raulruiz,CA,House,36,D,01/03/2013,01/03/2019,Dr_RaulRuiz,,,,,,,1
21153,jon,runyan,jonrunyan,NJ,House,NA,R,01/05/2011,01/03/2015,repjonrunyan,2,751,0,1,NA,NA,0
20329,dutch,ruppersberger,dutchruppersberger,MD,House,2,D,01/07/2003,01/03/2019,call_me_dutch,1,2330,0,1,NA,NA,0
29346,bobby,rush,bobbyrush,IL,House,1,D,01/05/1993,01/03/2019,repbobbyrush,3,898,0,1,NA,NA,1
29346,bobby,rush,bobbyrush,IL,House,1,D,01/05/1993,01/03/2019,BobbyLRushMC,,,,,,,1
NA,steve,russell,steverussell,OK,House,5,R,01/06/2015,01/03/2019,reprussell,1,307,0,1,NA,NA,1
NA,steve,russell,steverussell,OK,House,5,R,01/06/2015,01/03/2019,SteveRussellOK,,,,,,,1
NA,john,rutherford,johnrutherford,FL,House,4,R,01/03/2017,01/03/2019,reprutherfordfl,0,82,1,1,NA,NA,1
NA,john,rutherford,johnrutherford,FL,House,4,R,01/03/2017,01/03/2019,JRutherfordFL,,,,,,,1
20343,tim,ryan,timryan,OH,House,13,D,01/07/2003,01/03/2019,reptimryan,0,4246,0,1,NA,NA,1
20343,tim,ryan,timryan,OH,House,13,D,01/07/2003,01/03/2019,TimRyan,,,,,,,1
29939,paul,ryan,paulryan,WI,House,1,R,01/06/1999,01/03/2019,speakerryan,2,11220,1,1,NA,NA,1
29939,paul,ryan,paulryan,WI,House,1,R,01/06/1999,01/03/2019,Pryan,,,,,,,1
40500,ken,salazar,kensalazar,CO,Senate,NA,D,01/04/2005,1/21/2009,kensalazar,6,100,1,1,NA,NA,0
29500,matt,salmon,mattsalmon,AZ,House,NA,R,01/04/1995,01/03/2017,salmoncongress,7,907,0,0,855,0.943,0
29709,loretta,sanchez,lorettasanchez,CA,House,NA,D,01/07/1997,01/03/2017,lorettasanchez,3,2855,0,0,2374,0.832,1
29709,loretta,sanchez,lorettasanchez,CA,House,NA,D,01/07/1997,01/03/2017,Loretta2016,,,,,,,1
20310,linda,sanchez,lindasanchez,CA,House,38,D,01/07/2003,01/03/2019,replindasanchez,1,2179,0,1,NA,NA,0
29147,bernard,sanders,bernardsanders,VT,Senate,NA,I,01/03/1991,01/03/2019,sensanders,4,16657,0,1,NA,NA,1
29147,bernard,sanders,bernardsanders,VT,Senate,NA,I,01/03/1991,01/03/2019,BernieSanders,,,,,,,1
29565,marshall,sanford,marshallsanford,SC,House,1,R,01/04/1995,01/03/2019,repsanfordsc,6,1594,0,1,NA,NA,1
29565,marshall,sanford,marshallsanford,SC,House,1,R,01/04/1995,01/03/2019,MarkSanford,,,,,,,1
20724,john,sarbanes,johnsarbanes,MD,House,3,D,01/04/2007,01/03/2019,repsarbanes,5,845,0,1,NA,NA,1
20724,john,sarbanes,johnsarbanes,MD,House,3,D,01/04/2007,01/03/2019,JohnSarbanes,,,,,,,1
NA,benjamin,sasse,benjaminsasse,NE,Senate,NA,R,01/06/2015,01/03/2021,sensasse,6,787,0,1,NA,NA,1
,benjamin,sasse,benjaminsasse,NE,Senate,NA,R,,,BenSasse,,,,,,,1
20759,steve,scalise,stevescalise,LA,House,1,R,05/07/2008,01/03/2019,stevescalise,1,6887,0,0,15,0.002,1
20759,steve,scalise,stevescalise,LA,House,1,R,05/07/2008,01/03/2019,GeauxScalise,,,,,,,1
29911,janice,schakowsky,janiceschakowsky,IL,House,9,D,01/06/1999,01/03/2019,janschakowsky,6,4947,1,1,NA,NA,1
29911,janice,schakowsky,janiceschakowsky,IL,House,9,D,01/06/1999,01/03/2019,RepSchakowsky,,,,,,,1
41112,brian,schatz,brianschatz,HI,Senate,NA,D,12/27/2012,01/03/2023,brianschatz,2,4018,0,0,84,0.021,1
41112,brian,schatz,brianschatz,HI,Senate,NA,D,12/27/2012,01/03/2023,SenBrianSchatz,,,,,,,1
20104,adam,schiff,adamschiff,CA,House,28,D,01/03/2001,01/03/2019,repadamschiff,3,3848,0,0,22,0.006,0
21326,bradley,schneider,bradleyschneider,IL,House,10,D,01/03/2013,01/03/2019,repschneider,7,1356,0,0,836,0.617,1
21326,bradley,schneider,bradleyschneider,IL,House,10,D,01/03/2013,01/03/2019,Schneider4IL10,,,,,,,1
20914,aaron,schock,aaronschock,IL,House,NA,R,01/06/2009,3/31/2015,aaronschock,7,2510,0,0,1804,0.719,0
20944,kurt,schrader,kurtschrader,OR,House,5,D,01/06/2009,01/03/2019,repschrader,6,1911,0,1,NA,NA,1
20944,kurt,schrader,kurtschrader,OR,House,5,D,01/06/2009,01/03/2019,VoteSchrader,,,,,,,1
14858,charles,schumer,charlesschumer,NY,Senate,NA,D,01/05/1981,01/03/2023,senschumer,1,10233,0,1,NA,NA,1
14858,charles,schumer,charlesschumer,NY,Senate,NA,D,01/05/1981,01/03/2023,chuckschumer,,,,,,,1
20525,allyson,schwartz,allysonschwartz,PA,House,NA,D,01/04/2005,01/03/2015,allysonschwartz,7,980,0,1,NA,NA,0
21105,david,schweikert,davidschweikert,AZ,House,6,R,01/05/2011,01/03/2019,repdavid,5,3281,0,1,NA,NA,1
21105,david,schweikert,davidschweikert,AZ,House,6,R,01/05/2011,01/03/2019,DavidSchweikert,,,,,,,1
21123,austin,scott,austinscott,GA,House,8,R,01/05/2011,01/03/2019,austinscottga08,3,1979,0,1,NA,NA,0
39307,robert,scott,robertscott,VA,House,3,D,01/05/1993,01/03/2019,bobbyscott,1,3737,0,1,NA,NA,0
20321,david,scott,davidscott,GA,House,13,D,01/07/2003,01/03/2019,repdavidscott,5,2421,0,1,NA,NA,1
20321,david,scott,davidscott,GA,House,13,D,01/07/2003,01/03/2019,Electdavidscott,,,,,,,1
21173,tim,scott,timscott,SC,Senate,NA,R,01/05/2011,01/03/2023,senatortimscott,3,6128,1,1,NA,NA,1
21173,tim,scott,timscott,SC,Senate,NA,R,01/05/2011,01/03/2023,votetimscott,,,,,,,1
14657,james,sensenbrenner,jamessensenbrenner,WI,House,5,R,1/15/1979,01/03/2019,jimpressoffice,4,1017,0,1,NA,NA,0
29134,jose,serrano,joseserrano,NY,House,15,D,01/03/1989,01/03/2019,repjoseserrano,7,3862,0,1,NA,NA,1
29134,jose,serrano,joseserrano,NY,House,15,D,01/03/1989,01/03/2019,serranocongress,,,,,,,1
29759,pete,sessions,petesessions,TX,House,32,R,01/07/1997,01/03/2019,petesessions,2,5181,0,1,NA,NA,1
29759,pete,sessions,petesessions,TX,House,32,R,01/07/1997,01/03/2019,SessionsforTX32,,,,,,,1
21102,terri,sewell,terrisewell,AL,House,7,D,01/05/2011,01/03/2019,repterrisewell,5,3283,1,1,NA,NA,1
21102,terri,sewell,terrisewell,AL,House,7,D,01/05/2011,01/03/2019,Sewell4Congress,,,,,,,1
40906,jeanne,shaheen,jeanneshaheen,NH,Senate,NA,D,01/06/2009,01/03/2021,senatorshaheen,1,5087,0,1,NA,NA,0
20731,carol,sheaporter,carolsheaporter,NH,House,1,D,01/04/2007,01/03/2019,teamsheaporter,7,3176,0,0,1411,0.444,1
20731,carol,sheaporter,carolsheaporter,NH,House,1,D,01/04/2007,01/03/2019,RepSheaPorter,,,,,,,1
14659,richard,shelby,richardshelby,AL,Senate,NA,R,1/15/1979,01/03/2023,senshelby,3,1381,0,1,NA,NA,1
14659,richard,shelby,richardshelby,AL,Senate,NA,R,1/15/1979,01/03/2023,ShelbyForSenate,,,,,,,1
29707,brad,sherman,bradsherman,CA,House,30,D,01/07/1997,01/03/2019,bradsherman,1,1017,1,1,NA,NA,0
29718,john,shimkus,johnshimkus,IL,House,15,R,01/07/1997,01/03/2019,repshimkus,4,9349,0,1,NA,NA,1
29718,john,shimkus,johnshimkus,IL,House,15,R,01/07/1997,01/03/2019,JohnMShimkus,,,,,,,1
20737,heath,shuler,heathshuler,NC,House,NA,D,01/04/2007,01/03/2013,shuler4congress,6,0,1,0,NA,NA,1
20737,heath,shuler,heathshuler,NC,House,NA,D,01/04/2007,01/03/2013,HeathShuler5,,,,,,,1
20134,bill,shuster,billshuster,PA,House,9,R,5/17/2001,01/03/2019,repbillshuster,4,3112,0,1,NA,NA,0
29910,michael,simpson,michaelsimpson,ID,House,2,R,01/06/1999,01/03/2019,congmikesimpson,4,457,0,1,NA,NA,1
29910,michael,simpson,michaelsimpson,ID,House,2,R,01/06/1999,01/03/2019,MikeSimpson4ID,,,,,,,1
21300,kyrsten,sinema,kyrstensinema,AZ,House,9,D,01/03/2013,01/03/2019,repsinema,3,9161,0,0,6572,0.717,1
21300,kyrsten,sinema,kyrstensinema,AZ,House,9,D,01/03/2013,01/03/2019,kyrstensinema,,,,,,,1
20542,albio,sires,albiosires,NJ,House,8,D,11/13/2006,01/03/2019,repsires,1,1907,0,0,1667,0.874,1
20542,albio,sires,albiosires,NJ,House,8,D,11/13/2006,01/03/2019,AlbioSiresNJ,,,,,,,1
15444,louise,slaughter,louiseslaughter,NY,House,25,D,01/06/1987,01/03/2019,louiseslaughter,6,2629,0,1,NA,NA,1
15444,louise,slaughter,louiseslaughter,NY,House,25,D,01/06/1987,01/03/2019,VoteLouiseNY,,,,,,,1
,tina,smith,tinasmith,MN,Senate,NA,D,,,SenTinaSmith,,,,,,,1
,tina,smith,tinasmith,MN,Senate,NA,D,,,TinaSmithMN,,,,,,,1
15445,lamar,smith,lamarsmith,TX,House,21,R,01/06/1987,01/03/2019,lamarsmithtx21,5,2756,0,0,1534,0.557,1
15445,lamar,smith,lamarsmith,TX,House,21,R,01/06/1987,01/03/2019,TexansforLamar,,,,,,,1
29768,adam,smith,adamsmith,WA,House,9,D,01/07/1997,01/03/2019,repadamsmith,7,2094,0,1,NA,NA,1
29768,adam,smith,adamsmith,WA,House,9,D,01/07/1997,01/03/2019,electadamsmith,,,,,,,1
20729,adrian,smith,adriansmith,NE,House,3,R,01/04/2007,01/03/2019,repadriansmith,3,2467,0,1,NA,NA,0
14863,christopher,smith,christophersmith,NJ,House,4,R,01/05/1981,01/03/2019,repchrissmith,2,962,0,0,825,0.858,0
21373,jason,smith,jasonsmith,MO,House,8,R,06/04/2013,01/03/2019,repjasonsmith,4,2358,1,1,NA,NA,1
21373,jason,smith,jasonsmith,MO,House,8,R,06/04/2013,01/03/2019,JasonSmithMO,,,,,,,1
NA,lloyd,smucker,lloydsmucker,PA,House,16,R,01/03/2017,01/03/2019,repsmucker,4,1857,1,1,NA,NA,1
NA,lloyd,smucker,lloydsmucker,PA,House,16,R,01/03/2017,01/03/2019,LloydSmuckerPA,,,,,,,1
14661,olympia,snowe,olympiasnowe,ME,Senate,NA,R,1/15/1979,01/03/2013,olympiasnoweme,5,121,0,0,111,0.917,1
14661,olympia,snowe,olympiasnowe,ME,Senate,NA,R,1/15/1979,01/03/2013,senatorsnowe,2,221,1,0,NA,NA,1
NA,darren,soto,darrensoto,FL,House,9,D,01/03/2017,01/03/2019,repdarrensoto,4,208,1,1,NA,NA,1
,darren,soto,darrensoto,FL,House,9,D,01/03/2017,01/03/2019,DarrenSoto,,,,,,,1
21114,steve,southerland,stevesoutherland,FL,House,NA,R,01/05/2011,01/03/2015,rep_southerland,5,673,0,1,NA,NA,1
21114,steve,southerland,stevesoutherland,FL,House,NA,R,01/05/2011,01/03/2015,SoutherlandFL02,,,,,,,1
14910,arlen,specter,arlenspecter,PA,Senate,NA,D,01/05/1981,01/03/2011,senarlenspecter,1,580,0,0,241,0.416,0
20762,jackie,speier,jackiespeier,CA,House,14,D,04/08/2008,01/03/2019,repspeier,7,3539,1,1,NA,NA,1
20762,jackie,speier,jackiespeier,CA,House,14,D,04/08/2008,01/03/2019,JackieSpeier,,,,,,,1
29732,debbie,stabenow,debbiestabenow,MI,Senate,NA,D,01/07/1997,01/03/2019,senstabenow,3,2071,0,1,NA,NA,1
29732,debbie,stabenow,debbiestabenow,MI,Senate,NA,D,01/07/1997,01/03/2019,stabenow,2,1743,0,1,NA,NA,1
14053,fortney,stark,fortneystark,CA,House,NA,D,01/03/1973,01/03/2013,petestark,4,0,1,0,NA,NA,0
15627,clifford,stearns,cliffordstearns,FL,House,NA,R,01/03/1989,01/03/2013,repcliffstearns,5,650,0,0,310,0.477,0
NA,elise,stefanik,elisestefanik,NY,House,21,R,01/06/2015,01/03/2019,repstefanik,7,2155,0,1,NA,NA,1
NA,elise,stefanik,elisestefanik,NY,House,21,R,01/06/2015,01/03/2019,EliseStefanik,,,,,,,1
21367,chris,stewart,chrisstewart,UT,House,2,R,01/03/2013,01/03/2019,repchrisstewart,4,2539,0,1,NA,NA,1
21367,chris,stewart,chrisstewart,UT,House,2,R,01/03/2013,01/03/2019,StewartforUtah,,,,,,,1
21163,steve,stivers,stevestivers,OH,House,15,R,01/05/2011,01/03/2019,repstevestivers,6,2748,0,1,NA,NA,1
21163,steve,stivers,stevestivers,OH,House,15,R,01/05/2011,01/03/2019,stevestivers,,,,,,,1
29570,steve,stockman,stevestockman,TX,House,NA,R,01/04/1995,01/03/2015,steveworks4you,1,15755,0,0,6757,0.429,1
29570,steve,stockman,stevestockman,TX,House,NA,R,01/04/1995,01/03/2015,StockmanSenate,,,,,,,1
NA,luther,strange,lutherstrange,AL,Senate,NA,R,02/09/2017,01/03/2021,senatorstrange,3,126,0,0,72,0.571,1
NA,luther,strange,lutherstrange,AL,Senate,NA,R,02/09/2017,01/03/2021,lutherstrange,,,,,,,1
21100,marlin,stutzman,marlinstutzman,IN,House,NA,R,11/16/2010,01/03/2017,repstutzman,2,1083,0,0,963,0.889,1
21100,marlin,stutzman,marlinstutzman,IN,House,NA,R,11/16/2010,01/03/2017,MarlinStutzman,,,,,,,1
21100,marlin,stutzman,marlinstutzman,IN,House,NA,R,11/16/2010,01/03/2017,GoMarlin,,,,,,,1
NA,dan,sullivan,dansullivan,AK,Senate,NA,R,01/06/2015,01/03/2021,sendansullivan,2,1506,0,1,NA,NA,0
20131,john,sullivan,johnsullivan,OK,House,NA,R,2/27/2002,01/03/2013,usrepsullivan,4,622,0,0,433,0.696,1
20131,john,sullivan,johnsullivan,OK,House,NA,R,2/27/2002,01/03/2013,TEAMSullivan,,,,,,,1
29740,john,sununu,johnsununu,NH,Senate,NA,R,01/07/1997,01/03/2009,johnsununu,5,68,1,0,NA,NA,1
29740,john,sununu,johnsununu,NH,Senate,NA,R,01/07/1997,01/03/2009,GovernorSununu,,,,,,,1
NA,thomas,suozzi,thomassuozzi,NY,House,3,D,01/03/2017,01/03/2019,reptomsuozzi,5,113,1,1,NA,NA,1
,thomas,suozzi,thomassuozzi,NY,House,3,D,01/03/2017,01/03/2019,Tom_Suozzi,,,,,,,1
20740,betty,sutton,bettysutton,OH,House,NA,D,01/04/2007,01/03/2013,bettysutton,2,290,0,0,240,0.828,0
21306,eric,swalwell,ericswalwell,CA,House,15,D,01/03/2013,01/03/2019,repswalwell,0,8064,1,1,NA,NA,1
21306,eric,swalwell,ericswalwell,CA,House,15,D,01/03/2013,01/03/2019,ericswalwell,,,,,,,1
NA,mark,takai,marktakai,HI,House,NA,D,01/06/2015,7/20/2016,marktakai,1,697,0,0,3,0.004,0
21312,mark,takano,marktakano,CA,House,41,D,01/03/2013,01/03/2019,repmarktakano,2,1929,0,1,NA,NA,1
21312,mark,takano,marktakano,CA,House,41,D,01/03/2013,01/03/2019,MarkTakano,,,,,,,1
NA,scott,taylor,scotttaylor,VA,House,2,R,01/03/2017,01/03/2019,scotttaylorva,0,5560,0,1,NA,NA,1
,scott,taylor,scotttaylor,VA,House,3,R,,,RepScottTaylor,,,,,,,1
NA,claudia,tenney,claudiatenney,NY,House,22,R,01/03/2017,01/03/2019,reptenney,3,271,0,1,NA,NA,1
NA,claudia,tenney,claudiatenney,NY,House,22,R,01/03/2017,01/03/2019,claudiatenney,,,,,,,1
29921,lee,terry,leeterry,NE,House,NA,R,01/06/1999,01/03/2015,leeterryne,4,4093,0,1,NA,NA,0
40702,jon,tester,jontester,MT,Senate,NA,D,01/04/2007,01/03/2019,senatortester,4,2937,0,1,NA,NA,1
40702,jon,tester,jontester,MT,Senate,NA,D,01/04/2007,01/03/2019,jontester,,,,,,,1
29368,bennie,thompson,benniethompson,MS,House,2,D,4/13/1993,01/03/2019,benniegthompson,7,751,0,1,NA,NA,0
20946,glenn,thompson,glennthompson,PA,House,5,R,01/06/2009,01/03/2019,congressmangt,5,5700,0,1,NA,NA,0
29901,mike,thompson,mikethompson,CA,House,5,D,01/06/1999,01/03/2019,repthompson,1,2541,0,0,2137,0.841,0
29572,mac,thornberry,macthornberry,TX,House,13,R,01/04/1995,01/03/2019,mactxpress,3,975,1,1,NA,NA,1
29572,mac,thornberry,macthornberry,TX,House,13,R,01/04/1995,01/03/2019,MacThornberry,,,,,,,1
29754,john,thune,johnthune,SD,Senate,NA,R,01/07/1997,01/03/2023,senjohnthune,6,3751,0,1,NA,NA,1
29754,john,thune,johnthune,SD,Senate,NA,R,01/07/1997,01/03/2023,johnthune,,,,,,,1
20130,patrick,tiberi,patricktiberi,OH,House,12,R,01/03/2001,01/03/2019,pattiberi,7,3249,0,1,NA,NA,1
20130,patrick,tiberi,patricktiberi,OH,House,12,R,01/03/2001,01/03/2019,TeamTiberi,,,,,,,1
29730,john,tierney,johntierney,MA,House,NA,D,01/07/1997,01/03/2015,reptierney,2,1316,0,0,629,0.478,0
NA,thom,tillis,thomtillis,NC,Senate,NA,R,01/06/2015,01/03/2021,senthomtillis,1,2367,0,0,1694,0.716,1
NA,thom,tillis,thomtillis,NC,Senate,NA,R,01/06/2015,01/03/2021,ThomTillis,,,,,,,1
21111,scott,tipton,scotttipton,CO,House,3,R,01/05/2011,01/03/2019,reptipton,1,2185,0,1,NA,NA,1
21111,scott,tipton,scotttipton,CO,House,3,R,01/05/2011,01/03/2019,ScottRTipton,,,,,,,1
20927,dina,titus,dinatitus,NV,House,1,D,01/06/2009,01/03/2019,dinatitus,2,5351,0,1,NA,NA,1
20927,dina,titus,dinatitus,NV,House,1,D,01/06/2009,01/03/2019,repdinatitus,1,7183,0,1,NA,NA,1
20934,paul,tonko,paultonko,NY,House,20,D,01/06/2009,01/03/2019,reppaultonko,1,9151,1,1,NA,NA,1
20934,paul,tonko,paultonko,NY,House,20,D,01/06/2009,01/03/2019,PaulTonko,,,,,,,1
29935,patrick,toomey,patricktoomey,PA,Senate,NA,R,01/06/1999,01/03/2023,sentoomey,3,3669,0,1,NA,NA,1
29935,patrick,toomey,patricktoomey,PA,Senate,NA,R,01/06/1999,01/03/2023,PatToomey,,,,,,,1
NA,norma,torres,normatorres,CA,House,35,D,01/06/2015,01/03/2019,normajtorres,7,4304,0,1,NA,NA,1
NA,norma,torres,normatorres,CA,House,35,D,01/06/2015,01/03/2019,Norma4Congress,,,,,,,1
15072,edolphus,towns,edolphustowns,NY,House,NA,D,01/03/1983,01/03/2013,edtowns,4,472,0,1,NA,NA,1
15072,edolphus,towns,edolphustowns,NY,House,NA,D,01/03/1983,01/03/2013,EdolphusTowns,,,,,,,1
NA,dave,trott,davetrott,MI,House,11,R,01/06/2015,01/03/2019,repdavetrott,2,315,0,1,NA,NA,0
20754,niki,tsongas,nikitsongas,MA,House,3,D,10/16/2007,01/03/2019,nikiinthehouse,2,5388,0,1,NA,NA,1
20754,niki,tsongas,nikitsongas,MA,House,3,D,10/16/2007,01/03/2019,ntsongas,,,,,,,1
20342,michael,turner,michaelturner,OH,House,10,R,01/07/2003,01/03/2019,repmiketurner,0,2052,0,0,1500,0.731,1
20342,michael,turner,michaelturner,OH,House,10,R,01/07/2003,01/03/2019,MikeTurnerOH,,,,,,,1
21197,robert,turner,robertturner,NY,House,NA,R,9/13/2011,01/03/2013,usrepbobturner,2,390,1,0,NA,NA,0
29906,mark,udall,markudall,CO,Senate,NA,D,01/06/1999,01/03/2015,markudall,6,3945,0,0,3490,0.885,0
