"","icpsr","FECcommittee","first","last","fullname","state","chamber","district","party","start","end","twitter","fold","num.tweets","done.handle.no.file","missing","tweets.svd","prop.tweets","has.alt","multiple.dist","alt.dist","dup.account","ï..Numeric.counter.for.order.in.THOMAS.data.from.93rd...110th.Congresses","Legislator.name..as.given.in.THOMAS","Congress.number","Year.at.start.of.Congress","Two.letter.state.code","Congressional.district.number","X1...Democrat","Year.first.elected.to.House","X1...female","Percent.vote.received.to.enter.this.Congress","First.dimension.DW.NOMINATE.score","Size.of.House.delegation.from.member.s.state","X1..Speaker","X1...Chair.of.subcommittee..according.to.Almanac.of.American.Politics.and.Adler.W","Number.of.substantively.significant.bills.sponsored","Number.of.substantively.significant.bills.with.action.in.committee","Number.of.substantively.significant.bills.with.action.beyond.committee","Number.of.substantively.significant.bills.passed.House","Number.of.substantively.significant.bills.became.law","Number.of.substantive.bills.sponsored","Number.of.substantive.bills.with.action.in.committee","Number.of.substantive.bills.with.action.beyond.committee","Number.of.substantive.bills.passed.House","Number.of.substantive.bills.became.law","Number.of.commemorative.bills.sponsored","Number.of.commemorative.bills.with.action.in.committee","Number.of.commemorative.bills.with.action.beyond.committee","Number.of.commemorative.bills.passed.House","Number.of.commemorative.bills.became.law","X1...African.American","X1...Latino.a","votepct.squared","X1...Member.of.Appropriation..Rules..or.Ways.and.Means","X1...Chair..of.standing.committee.or.intellgence.homeland.sec.according.to.Stewar","X1...served.in.state.legislature","state_leg...state.legislature.professionalism","X1...majority.party.member","X1...Majority.party.leadership","X1...Minority.party.leadership","Absolute.distance.from.floor.median..DW.NOMINATE.","Absolute.distance.from.majority.party.median..DW.NOMINATE.","Total.bills.sponsored","Total.bills.with.action.in.committee","Total.bills.with.action.beyond.committee","Total.bills.passed.House","Total.bills.became.law","Legislative.Effectiveness.Score..1.5.10.","Lagged.LES","Seniority..number.of.terms.served.counting.current","benchmark","X1...Below..2...Meets..3...Exceeds","TotalInParty","RankInParty"
"57",20145,"C00345546","rick","larsen","ricklarsen","WA","House",2,"D","1/3/2001","1/3/2019","larsenrick",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10039,"Larsen, Rick",115,2017,"WA",2,1,2000,0,64,-0.363999993,10,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,4096,0,0,0,0,0,0,0,0.636500001,0.861999989,11,1,0,0,0,0.212019607,0.462145597,9,0.62263298,1,203,146
"58",20145,"C00345546","rick","larsen","ricklarsen","WA","House",2,"D","1/3/2001","1/3/2019","repricklarsen",1,5282,0,0,3454,0.654,1,NA,NA,NA,10039,"Larsen, Rick",115,2017,"WA",2,1,2000,0,64,-0.363999993,10,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,4096,0,0,0,0,0,0,0,0.636500001,0.861999989,11,1,0,0,0,0.212019607,0.462145597,9,0.62263298,1,203,146
"59",20147,"C00346080","lacy","clay","lacyclay","MO","House",1,"D","1/3/2001","1/3/2019","lacyclaymo1",6,3868,1,0,2026,0.524,0,NA,NA,NA,9874,"Clay, Wm.",115,2017,"MO",1,1,2000,0,76,-0.479999989,8,0,0,0,0,0,0,0,7,3,4,2,1,0,0,0,0,0,1,0,5776,0,0,1,0.197999999,0,0,0,0.752499998,0.977999985,7,3,4,2,1,1.178201318,1.319658637,9,0.62263298,3,203,22
"60",20301,"C00367862","mike","rogers","mikerogers","AL","House",3,"R","1/7/2003","1/3/2019","MikeRogersCamp",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10146,"Rogers, Mike",115,2017,"AL",3,0,2002,0,67,0.338,7,0,1,0,0,0,0,0,8,2,2,2,0,0,0,0,0,0,0,0,4489,0,0,1,0.067000002,1,0,0,0.065499999,0.159999996,8,2,2,2,0,0.575489938,0.054928705,8,1.41440177,1,245,194
"61",20301,"C00367862","mike","rogers","mikerogers","AL","House",3,"R","1/7/2003","1/3/2019","repmikerogersal",5,3096,0,1,NA,NA,1,NA,NA,NA,10146,"Rogers, Mike",115,2017,"AL",3,0,2002,0,67,0.338,7,0,1,0,0,0,0,0,8,2,2,2,0,0,0,0,0,0,0,0,4489,0,0,1,0.067000002,1,0,0,0.065499999,0.159999996,8,2,2,2,0,0.575489938,0.054928705,8,1.41440177,1,245,194
"62",20304,"C00367110","trent","franks","trentfranks","AZ","House",8,"R","1/7/2003","1/3/2019","reptrentfranks",2,2155,0,0,1622,0.753,0,NA,NA,NA,9945,"Franks, Trent",115,2017,"AZ",8,0,2002,0,100,0.749000013,9,0,0,0,0,0,0,0,7,0,1,1,0,1,0,0,0,0,0,0,10000,0,0,1,0.263999999,1,0,0,0.476500005,0.251000017,8,0,1,1,0,0.250614733,1.129001737,8,1.199047208,1,245,227
"63",20305,"C00374058","raul","grijalva","raulgrijalva","AZ","House",3,"D","1/7/2003","1/3/2019","standwithraul",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9971,"Grijalva, Raul",115,2017,"AZ",3,1,2002,0,100,-0.598999977,9,0,0,0,0,0,0,0,33,2,2,1,0,0,0,0,0,0,0,1,10000,0,0,0,0,0,0,0,0.871499956,1.097000003,33,2,2,1,0,0.789077938,1.409936547,8,0.608421028,2,203,55
"64",20305,"C00374058","raul","grijalva","raulgrijalva","AZ","House",3,"D","1/7/2003","1/3/2019","repraulgrijalva",7,2409,0,0,1877,0.779,1,NA,NA,NA,9971,"Grijalva, Raul",115,2017,"AZ",3,1,2002,0,100,-0.598999977,9,0,0,0,0,0,0,0,33,2,2,1,0,0,0,0,0,0,0,1,10000,0,0,0,0,0,0,0,0.871499956,1.097000003,33,2,2,1,0,0.789077938,1.409936547,8,0.608421028,2,203,55
"65",20307,"C00370056","devin","nunes","devinnunes","CA","House",22,"R","1/7/2003","1/3/2019","DevinGNunes",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10107,"Nunes, Devin",115,2017,"CA",22,0,2002,0,68,0.446999997,53,0,0,0,0,0,0,0,11,7,7,4,0,0,0,0,0,0,0,1,4624,1,1,0,0,1,0,0,0.174500003,0.051000003,11,7,7,4,0,1.521892905,1.759875178,8,2.463815451,2,245,86
"66",20307,"C00370056","devin","nunes","devinnunes","CA","House",22,"R","1/7/2003","1/3/2019","repdevinnunes",1,138,1,1,NA,NA,1,NA,NA,NA,10107,"Nunes, Devin",115,2017,"CA",22,0,2002,0,68,0.446999997,53,0,0,0,0,0,0,0,11,7,7,4,0,0,0,0,0,0,0,1,4624,1,1,0,0,1,0,0,0.174500003,0.051000003,11,7,7,4,0,1.521892905,1.759875178,8,2.463815451,2,245,86
"67",20307,"C00370056","devin","nunes","devinnunes","CA","House",22,"R","1/7/2003","1/3/2019","DevinNunes",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10107,"Nunes, Devin",115,2017,"CA",22,0,2002,0,68,0.446999997,53,0,0,0,0,0,0,0,11,7,7,4,0,0,0,0,0,0,0,1,4624,1,1,0,0,1,0,0,0.174500003,0.051000003,11,7,7,4,0,1.521892905,1.759875178,8,2.463815451,2,245,86
"68",20310,"C00384057","linda","sanchez","lindasanchez","CA","House",38,"D","1/7/2003","1/3/2019","replindasanchez",1,2179,0,1,NA,NA,0,NA,NA,NA,10167,"Sanchez, Linda",115,2017,"CA",38,1,2002,1,71,-0.508000016,53,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,5041,1,0,0,0,0,0,1,0.780499995,1.006000042,15,0,0,0,0,0.184742272,0.151053935,8,0.608421028,1,203,155
"69",20316,"C00376087","mario","diazbalart","mariodiazbalart","FL","House",25,"R","1/7/2003","1/3/2019","mariodb",6,4382,0,0,3561,0.813,0,NA,NA,NA,9918,"Diaz-Balart, Mario",115,2017,"FL",25,0,2002,0,62,0.275999993,27,0,1,0,0,0,0,0,7,0,3,1,0,0,0,0,0,0,0,1,3844,1,0,1,0.254999995,1,0,0,0.003499993,0.222000003,7,0,3,1,0,0.383396775,0.753786385,8,1.41440177,1,245,211
"70",20321,"C00369801","david","scott","davidscott","GA","House",13,"D","1/7/2003","1/3/2019","repdavidscott",5,2421,0,1,NA,NA,1,NA,NA,NA,10178,"Scott, David",115,2017,"GA",13,1,2002,0,100,-0.300999999,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,10000,0,0,1,0.107000001,0,0,0,0.573499978,0.799000025,4,0,0,0,0,0.049264606,1.022049427,8,0.608421028,1,203,192
"71",20321,"C00369801","david","scott","davidscott","GA","House",13,"D","1/7/2003","1/3/2019","Electdavidscott",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10178,"Scott, David",115,2017,"GA",13,1,2002,0,100,-0.300999999,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,10000,0,0,1,0.107000001,0,0,0,0.573499978,0.799000025,4,0,0,0,0,0.049264606,1.022049427,8,0.608421028,1,203,192
"72",20325,"C00373563","steve","king","steveking","IA","House",4,"R","1/7/2003","1/3/2019","stevekingia",3,1790,0,0,1254,0.701,0,NA,NA,NA,10026,"King, Steve",115,2017,"IA",4,0,2002,0,61,0.615999997,4,0,1,0,0,0,0,0,38,4,2,1,0,0,0,0,0,0,0,0,3721,0,0,1,0.170000002,1,0,0,0.343499988,0.117999993,38,4,2,1,0,1.003742576,0.343304396,8,1.41440177,2,245,133
"73",20329,"C00376673","dutch","ruppersberger","dutchruppersberger","MD","House",2,"D","1/7/2003","1/3/2019","call_me_dutch",1,2330,0,1,NA,NA,0,NA,NA,NA,10160,"Ruppersberger, C.",115,2017,"MD",2,1,2002,0,62,-0.294999987,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3844,1,0,0,0,0,0,0,0.567499995,0.792999983,5,0,0,0,0,0.061580755,0.054928705,8,0.608421028,1,203,189
"74",20337,"C00463836","stevan","pearce","stevanpearce","NM","House",2,"R","1/7/2003","1/3/2019","Pearce4NM",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10118,"Pearce, Stevan",115,2017,"NM",2,0,2010,0,63,0.472000003,3,0,1,0,0,0,0,0,20,5,5,0,0,1,0,0,0,0,0,0,3969,0,0,1,0.052999999,1,0,0,0.199500009,0.025999997,21,5,5,0,0,0.969609201,0.650708556,4,1.357553959,2,245,137
"75",20337,"C00463836","stevan","pearce","stevanpearce","NM","House",2,"R","1/7/2003","1/3/2019","repstevepearce",0,3708,0,0,3265,0.881,1,NA,NA,NA,10118,"Pearce, Stevan",115,2017,"NM",2,0,2010,0,63,0.472000003,3,0,1,0,0,0,0,0,20,5,5,0,0,1,0,0,0,0,0,0,3969,0,0,1,0.052999999,1,0,0,0.199500009,0.025999997,21,5,5,0,0,0.969609201,0.650708556,4,1.357553959,2,245,137
"76",20340,"C00401190","george","butterfield","georgebutterfield","NC","House",1,"D","7/21/2004","1/3/2019","gkbutterfield",6,2951,0,0,2167,0.734,0,NA,NA,NA,9855,"Butterfield, G.",115,2017,"NC",1,1,2004,0,69,-0.402999997,13,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1,0,4761,0,0,0,0,0,0,0,0.675499976,0.901000023,3,1,1,1,1,0.155439675,0.584424555,7,0.594209015,1,203,163
"77",20342,"C00373001","michael","turner","michaelturner","OH","House",10,"R","1/7/2003","1/3/2019","MikeTurnerOH",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10219,"Turner, Michael",115,2017,"OH",10,0,2002,0,64,0.266000003,16,0,1,0,0,0,0,0,14,1,1,0,0,1,0,0,0,0,0,0,4096,0,0,0,0,1,0,0,0.006499997,0.231999993,15,1,1,0,0,0.319053918,0.414380729,8,1.41440177,1,245,221
"78",20342,"C00373001","michael","turner","michaelturner","OH","House",10,"R","1/7/2003","1/3/2019","repmiketurner",0,2052,0,0,1500,0.731,1,NA,NA,NA,10219,"Turner, Michael",115,2017,"OH",10,0,2002,0,64,0.266000003,16,0,1,0,0,0,0,0,14,1,1,0,0,1,0,0,0,0,0,0,4096,0,0,0,0,1,0,0,0.006499997,0.231999993,15,1,1,0,0,0.319053918,0.414380729,8,1.41440177,1,245,221
"79",20343,"C00373464","tim","ryan","timryan","OH","House",13,"D","1/7/2003","1/3/2019","TimRyan",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10165,"Ryan, Tim",115,2017,"OH",13,1,2002,0,68,-0.402999997,16,0,0,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,4624,1,0,1,0.30399999,0,0,0,0.675499976,0.901000023,24,0,0,0,0,0.266028851,0.255418479,8,0.608421028,1,203,130
"80",20343,"C00373464","tim","ryan","timryan","OH","House",13,"D","1/7/2003","1/3/2019","reptimryan",0,4246,0,1,NA,NA,1,NA,NA,NA,10165,"Ryan, Tim",115,2017,"OH",13,1,2002,0,68,-0.402999997,16,0,0,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,4624,1,0,1,0.30399999,0,0,0,0.675499976,0.901000023,24,0,0,0,0,0.266028851,0.255418479,8,0.608421028,1,203,130
"81",20344,"C00379735","tom","cole","tomcole","OK","House",4,"R","1/7/2003","1/3/2019","tomcoleok04",2,1038,0,0,861,0.829,0,NA,NA,NA,9879,"Cole, Tom",115,2017,"OK",4,0,2002,0,70,0.335000008,5,0,1,0,0,0,0,0,11,2,5,2,1,0,0,0,0,0,0,0,4900,1,0,1,0.187000006,1,0,0,0.062500007,0.162999988,11,2,5,2,1,1.218546629,0.859490871,8,1.41440177,2,245,110
"82",20346,"C00372201","tim","murphy","timmurphy","PA","House",18,"R","1/7/2003","1/3/2019","reptimmurphy",7,4037,0,1,NA,NA,0,NA,NA,NA,10097,"Murphy, Tim",115,2017,"PA",18,0,2002,0,100,0.257999986,18,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,10000,0,0,1,0.416999996,1,0,0,0.014500014,0.24000001,3,2,1,0,0,0.132470399,0.663379848,8,1.199047208,1,245,241
"83",20351,"C00376939","marsha","blackburn","marshablackburn","TN","House",7,"R","1/7/2003","1/3/2019","VoteMarsha",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9833,"Blackburn, Marsha",115,2017,"TN",7,0,2002,1,72,0.61500001,9,0,1,0,0,0,0,0,28,4,6,4,0,1,1,1,1,1,0,0,5184,0,0,1,0.116999999,1,0,0,0.342500001,0.117000006,29,5,7,5,1,1.564826369,1.230823398,8,1.41440177,2,245,80
"84",20351,"C00376939","marsha","blackburn","marshablackburn","TN","House",7,"R","1/7/2003","1/3/2019","marshablackburn",2,5270,0,0,4401,0.835,1,NA,NA,NA,9833,"Blackburn, Marsha",115,2017,"TN",7,0,2002,1,72,0.61500001,9,0,1,0,0,0,0,0,28,4,6,4,0,1,1,1,1,1,0,0,5184,0,0,1,0.116999999,1,0,0,0.342500001,0.117000006,29,5,7,5,1,1.564826369,1.230823398,8,1.41440177,2,245,80
"85",20352,"C00370650","jeb","hensarling","jebhensarling","TX","House",5,"R","1/7/2003","1/3/2019","rephensarling",1,796,0,0,638,0.802,0,NA,NA,NA,9982,"Hensarling, Jeb",115,2017,"TX",5,0,2002,0,100,0.703000009,36,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10000,0,1,0,0,1,0,0,0.430500001,0.205000013,2,1,1,1,0,0.513909221,0.389331818,8,2.463815451,1,245,198
"86",20355,"C00372532","michael","burgess","michaelburgess","TX","House",26,"R","1/7/2003","1/3/2019","michaelcburgess",6,4734,0,1,NA,NA,0,NA,NA,NA,9853,"Burgess, Michael",115,2017,"TX",26,0,2002,0,66,0.569000006,36,0,1,0,0,0,0,0,30,7,8,3,1,0,0,0,0,0,0,0,4356,1,0,0,0,1,0,0,0.296499997,0.071000002,30,7,8,3,1,2.132447004,3.192930222,8,1.41440177,3,245,43
"87",20356,"C00371203","john","carter","johncarter","TX","House",31,"R","1/7/2003","1/3/2019","JudgeJohnCarter",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9863,"Carter, John",115,2017,"TX",31,0,2002,0,58,0.465999991,36,0,1,0,0,0,0,0,6,3,5,3,1,0,0,0,0,0,0,0,3364,1,0,0,0,1,0,0,0.193499997,0.032000009,6,3,5,3,1,1.327823639,0.435065508,8,1.41440177,2,245,98
"88",20356,"C00371203","john","carter","johncarter","TX","House",31,"R","1/7/2003","1/3/2019","judgecarter",2,5240,0,0,4048,0.773,1,NA,NA,NA,9863,"Carter, John",115,2017,"TX",31,0,2002,0,58,0.465999991,36,0,1,0,0,0,0,0,6,3,5,3,1,0,0,0,0,0,0,0,3364,1,0,0,0,1,0,0,0.193499997,0.032000009,6,3,5,3,1,1.327823639,0.435065508,8,1.41440177,2,245,98
"89",20357,"C00374231","rob","bishop","robbishop","UT","House",1,"R","1/7/2003","1/3/2019","reprobbishop",3,0,1,0,NA,NA,1,NA,NA,NA,9830,"Bishop, Rob",115,2017,"UT",1,0,2002,0,66,0.529999971,4,0,0,1,1,1,0,0,20,10,10,4,1,1,0,1,1,0,0,0,4356,0,1,1,0.067000002,1,0,0,0.257499963,0.031999972,22,11,12,5,1,2.816284657,1.664701939,8,2.463815451,2,245,20
"90",20357,"C00374231","rob","bishop","robbishop","UT","House",1,"R","1/7/2003","1/3/2019","RobBishopUT",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9830,"Bishop, Rob",115,2017,"UT",1,0,2002,0,66,0.529999971,4,0,0,1,1,1,0,0,20,10,10,4,1,1,0,1,1,0,0,0,4356,0,1,1,0.067000002,1,0,0,0.257499963,0.031999972,22,11,12,5,1,2.816284657,1.664701939,8,2.463815451,2,245,20
"91",20501,"C00391029","jim","costa","jimcosta","CA","House",16,"D","1/4/2005","1/3/2019","repjimcosta",1,1314,0,0,1091,0.83,0,NA,NA,NA,9890,"Costa, Jim",115,2017,"CA",16,1,2004,0,58,-0.187999994,53,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3364,0,0,1,0.625999987,0,0,0,0.460500002,0.68599999,4,0,0,0,0,0.049264606,0.122528732,7,0.594209015,1,203,194
"92",20504,"C00385773","debbie","wassermanschultz","debbiewassermanschultz","FL","House",23,"D","1/4/2005","1/3/2019","repdwstweets",1,2679,1,1,NA,NA,1,NA,NA,NA,10234,"Wasserman Schultz, Debbie",115,2017,"FL",23,1,2004,1,57,-0.421999991,27,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3249,1,0,1,0.254999995,0,0,0,0.694499969,0.920000017,12,0,0,0,0,0.147793815,0.082393058,7,0.594209015,1,203,165
"93",20504,"C00385773","debbie","wassermanschultz","debbiewassermanschultz","FL","House",23,"D","1/4/2005","1/3/2019","dwstweets",0,9398,0,1,NA,NA,1,NA,NA,NA,10234,"Wasserman Schultz, Debbie",115,2017,"FL",23,1,2004,1,57,-0.421999991,27,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3249,1,0,1,0.254999995,0,0,0,0.694499969,0.920000017,12,0,0,0,0,0.147793815,0.082393058,7,0.594209015,1,203,165
"94",20508,"C00405431","daniel","lipinski","daniellipinski","IL","House",3,"D","1/4/2005","1/3/2019","replipinski",4,1548,0,0,1194,0.771,0,NA,NA,NA,10050,"Lipinski, Daniel",115,2017,"IL",3,1,2004,0,100,-0.231999993,18,0,0,0,0,0,0,0,18,2,2,1,0,1,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0.504499972,0.730000019,19,2,2,1,0,0.606798887,0.601152956,7,0.594209015,2,203,82
"95",20517,"C00395848","emanuel","cleaver","emanuelcleaver","MO","House",5,"D","1/4/2005","1/3/2019","repcleaver",0,4114,0,0,3321,0.807,1,NA,NA,NA,9875,"Cleaver, Emanuel",115,2017,"MO",5,1,2004,0,59,-0.453000009,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3481,0,0,0,0,0,0,0,0.725499988,0.951000035,1,0,0,0,0,0.012316152,0.002746435,7,0.594209015,1,203,202
"96",20517,"C00395848","emanuel","cleaver","emanuelcleaver","MO","House",5,"D","1/4/2005","1/3/2019","Vote4Cleaver",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9875,"Cleaver, Emanuel",115,2017,"MO",5,1,2004,0,59,-0.453000009,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3481,0,0,0,0,0,0,0,0.725499988,0.951000035,1,0,0,0,0,0.012316152,0.002746435,7,0.594209015,1,203,202
"97",20518,"C00395467","jeff","fortenberry","jefffortenberry","NE","House",1,"R","1/4/2005","1/3/2019","jefffortenberry",3,2163,0,0,1697,0.785,0,NA,NA,NA,9941,"Fortenberry, Jeff",115,2017,"NE",1,0,2004,0,70,0.298999995,3,0,0,0,0,0,0,0,12,2,1,1,1,0,0,0,0,0,0,0,4900,1,0,0,0,1,0,0,0.026499994,0.199000001,12,2,1,1,1,0.866056442,1.211923003,7,1.184835196,2,245,150
"98",20519,"C00401034","brian","higgins","brianhiggins","NY","House",26,"D","1/4/2005","1/3/2019","repbrianhiggins",3,11732,1,0,8996,0.767,0,NA,NA,NA,9985,"Higgins, Brian",115,2017,"NY",26,1,2004,0,75,-0.345999986,27,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5625,1,0,1,0.479999989,0,0,0,0.618499994,0.843999982,7,0,0,0,0,0.08621306,0.489609957,7,0.594209015,1,203,185
"99",20521,"C00386748","virginia","foxx","virginiafoxx","NC","House",5,"R","1/4/2005","1/3/2019","foxxforcongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9943,"Foxx, Virginia",115,2017,"NC",5,0,2004,1,58,0.64200002,13,0,0,0,0,0,0,0,11,6,6,4,1,0,0,0,0,0,0,0,3364,0,1,1,0.202999994,1,0,0,0.369500011,0.144000024,11,6,6,4,1,1.780968666,1.00193584,7,2.449603558,2,245,64
"100",20521,"C00386748","virginia","foxx","virginiafoxx","NC","House",5,"R","1/4/2005","1/3/2019","virginiafoxx",2,3424,1,1,NA,NA,1,NA,NA,NA,9943,"Foxx, Virginia",115,2017,"NC",5,0,2004,1,58,0.64200002,13,0,0,0,0,0,0,0,11,6,6,4,1,0,0,0,0,0,0,0,3364,0,1,1,0.202999994,1,0,0,0.369500011,0.144000024,11,6,6,4,1,1.780968666,1.00193584,7,2.449603558,2,245,64
"101",20522,"C00393629","patrick","mchenry","patrickmchenry","NC","House",10,"R","1/4/2005","1/3/2019","patrickmchenry",6,4001,0,0,3050,0.762,1,NA,NA,NA,10079,"McHenry, Patrick",115,2017,"NC",10,0,2004,0,63,0.577000022,13,0,0,0,0,0,0,0,11,3,3,2,0,0,0,0,0,0,0,0,3969,0,0,1,0.202999994,1,0,0,0.304500014,0.079000019,11,3,3,2,0,0.756603003,1.070596695,7,1.184835196,2,245,168
"102",20522,"C00393629","patrick","mchenry","patrickmchenry","NC","House",10,"R","1/4/2005","1/3/2019","McHenryCampaign",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10079,"McHenry, Patrick",115,2017,"NC",10,0,2004,0,63,0.577000022,13,0,0,0,0,0,0,0,11,3,3,2,0,0,0,0,0,0,0,0,3969,0,0,1,0.202999994,1,0,0,0.304500014,0.079000019,11,3,3,2,0,0.756603003,1.070596695,7,1.184835196,2,245,168
"103",20526,"C00386847","charles","dent","charlesdent","PA","House",15,"R","1/4/2005","1/3/2019","repcharliedent",0,2232,1,0,1754,0.786,1,NA,NA,NA,9913,"Dent, Charles",115,2017,"PA",15,0,2004,0,58,0.244000003,18,0,0,1,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,3364,0,0,1,0.335999995,1,0,0,0.028499998,0.254000008,8,0,2,0,0,0.313713282,2.31136179,7,1.184835196,1,245,222
"104",20526,"C00386847","charles","dent","charlesdent","PA","House",15,"R","1/4/2005","1/3/2019","DentforCongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9913,"Dent, Charles",115,2017,"PA",15,0,2004,0,58,0.244000003,18,0,0,1,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,3364,0,0,1,0.335999995,1,0,0,0.028499998,0.254000008,8,0,2,0,0,0.313713282,2.31136179,7,1.184835196,1,245,222
"105",20527,"C00386532","louie","gohmert","louiegohmert","TX","House",1,"R","1/4/2005","1/3/2019","LouieGohmertTX1",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9956,"Gohmert, Louie",115,2017,"TX",1,0,2004,0,74,0.606000006,36,0,0,0,0,0,0,0,16,2,3,1,1,1,0,0,0,0,0,0,5476,0,0,0,0,1,0,0,0.333499998,0.108000003,17,2,3,1,1,1.053029537,0.477563351,7,1.184835196,2,245,123
"106",20527,"C00386532","louie","gohmert","louiegohmert","TX","House",1,"R","1/4/2005","1/3/2019","replouiegohmert",5,5400,0,1,NA,NA,1,NA,NA,NA,9956,"Gohmert, Louie",115,2017,"TX",1,0,2004,0,74,0.606000006,36,0,0,0,0,0,0,0,16,2,3,1,1,1,0,0,0,0,0,0,5476,0,0,0,0,1,0,0,0.333499998,0.108000003,17,2,3,1,1,1.053029537,0.477563351,7,1.184835196,2,245,123
"107",20528,"C00392670","ted","poe","tedpoe","TX","House",2,"R","1/4/2005","1/3/2019","judgetedpoe",0,3865,0,0,3433,0.888,0,NA,NA,NA,10128,"Poe, Ted",115,2017,"TX",2,0,2004,0,61,0.593999982,36,0,1,0,0,0,0,0,42,6,6,6,1,0,0,0,0,0,0,0,3721,0,0,0,0,1,0,0,0.321499974,0.095999978,42,6,6,6,1,2.351400852,3.013034105,7,1.400189877,3,245,36
"108",20529,"C00578567","al","green","algreen","TX","House",9,"D","1/4/2005","1/3/2019","repalgreen",4,749,0,1,NA,NA,0,NA,NA,NA,9968,"Green, Al",115,2017,"TX",9,1,2004,0,81,-0.437999994,36,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,6561,0,0,0,0,0,0,0,0.710500002,0.93599999,18,0,0,0,0,0.221690714,0.394545585,7,0.594209015,1,203,144
"109",20530,"C00392688","michael","mccaul","michaelmccaul","TX","House",10,"R","1/4/2005","1/3/2019","McCaulforTexas",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10074,"McCaul, Michael",115,2017,"TX",10,0,2004,0,57,0.449000001,36,0,0,2,2,2,1,1,27,9,11,10,2,0,0,0,0,0,0,0,3249,0,1,0,0,1,0,0,0.176500008,0.048999999,29,11,13,11,3,5.13593626,2.898456097,7,2.449603558,3,245,3
"110",20530,"C00392688","michael","mccaul","michaelmccaul","TX","House",10,"R","1/4/2005","1/3/2019","repmccaul",7,2517,0,1,NA,NA,1,NA,NA,NA,10074,"McCaul, Michael",115,2017,"TX",10,0,2004,0,57,0.449000001,36,0,0,2,2,2,1,1,27,9,11,10,2,0,0,0,0,0,0,0,3249,0,1,0,0,1,0,0,0.176500008,0.048999999,29,11,13,11,3,5.13593626,2.898456097,7,2.449603558,3,245,3
"111",20531,"C00383828","michael","conaway","michaelconaway","TX","House",11,"R","1/4/2005","1/3/2019","conawaytx11",5,643,0,0,499,0.776,0,NA,NA,NA,9884,"Conaway, Michael",115,2017,"TX",11,0,2004,0,100,0.589999974,36,0,0,1,1,1,1,1,14,1,2,2,0,0,0,0,0,0,0,0,10000,0,1,0,0,1,0,0,0.317499965,0.09199997,15,2,3,3,1,1.880918622,2.468961,7,2.449603558,2,245,56
"112",20532,"C00393348","kenny","marchant","kennymarchant","TX","House",24,"R","1/4/2005","1/3/2019","MarchantforTX24",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10067,"Marchant, Kenny",115,2017,"TX",24,0,2004,0,56,0.600000024,36,0,0,0,0,0,0,0,16,2,2,1,0,0,0,0,0,0,0,0,3136,1,0,1,0.209999993,1,0,0,0.327500015,0.10200002,16,2,2,1,0,0.579703391,0.773237288,7,1.184835196,1,245,193
